query_file	 query_genome_length
NC_001493_2.fa.xml	 134226
NC_018102_1.fa.xml	 4927
NC_033483_1.fa.xml	 1606
NC_012909_1.fa.xml	 8591
NC_038555_1.fa.xml	 5019
NC_008194_1.fa.xml	 74483
NC_029060_1.fa.xml	 76276
NC_017408_1.fa.xml	 26981
NC_023704_1.fa.xml	 51421
NC_038414_1.fa.xml	 1867
NC_003786_2.fa.xml	 5344
NC_011751_1.fa.xml	 5202090
NC_030905_1.fa.xml	 73752
NC_027140_1.fa.xml	 6333
NC_032550_1.fa.xml	 9460
NC_003764_1.fa.xml	 1397
NC_049846_1.fa.xml	 49045
NC_033080_1.fa.xml	 9147
NC_005892_1.fa.xml	 17663
NC_008524_1.fa.xml	 1380
NC_028964_1.fa.xml	 8506
NC_042102_1.fa.xml	 45909
NC_011048_1.fa.xml	 19282
NC_048210_1.fa.xml	 15275
NC_028701_2.fa.xml	 33509
NC_010403_1.fa.xml	 2726
NC_026508_1.fa.xml	 2934
NC_012807_1.fa.xml	 44195
NC_040535_1.fa.xml	 15224
NC_017780_1.fa.xml	 15552
NC_000885_1.fa.xml	 360
NC_001824_1.fa.xml	 102653
NC_008871_1.fa.xml	 2452
NC_043469_1.fa.xml	 51543
NC_010158_1.fa.xml	 114570
NC_026258_1.fa.xml	 2042
NC_022517_1.fa.xml	 8507
NC_007026_1.fa.xml	 2525
NC_031114_1.fa.xml	 39235
NC_031015_1.fa.xml	 26504
NC_025961_1.fa.xml	 7213
NC_048675_1.fa.xml	 66189
NC_030156_1.fa.xml	 1093
NC_038356_1.fa.xml	 3187
NC_038643_1.fa.xml	 1399
NC_032199_1.fa.xml	 2850
NC_019944_1.fa.xml	 1350
NC_002797_1.fa.xml	 1787
NC_017204_1.fa.xml	 51488
NC_004200_1.fa.xml	 867
NC_049845_1.fa.xml	 49477
NC_003463_1.fa.xml	 306
NC_029088_1.fa.xml	 8612
NC_042046_1.fa.xml	 47319
NC_034517_1.fa.xml	 6531
NC_015697_1.fa.xml	 2264399
NC_004685_1.fa.xml	 69777
NC_003050_2.fa.xml	 40248
NC_017453_1.fa.xml	 1892681
NC_037063_1.fa.xml	 2963
NC_027204_1.fa.xml	 194701
NC_031914_1.fa.xml	 88994
NC_041859_1.fa.xml	 43226
NC_024356_1.fa.xml	 42597
NC_032581_1.fa.xml	 9323
NC_048106_1.fa.xml	 139069
NC_004044_1.fa.xml	 2734
NC_040683_1.fa.xml	 1702
NC_011544_1.fa.xml	 6528
NC_032823_1.fa.xml	 8158
NC_007743_1.fa.xml	 1147
NC_012624_1.fa.xml	 42245
NC_012869_1.fa.xml	 8433
NC_038522_1.fa.xml	 7238
NC_021929_1.fa.xml	 673
NC_019775_1.fa.xml	 22823
NC_018524_1.fa.xml	 5848211
NC_017799_1.fa.xml	 2105
NC_017735_1.fa.xml	 1833666
NC_012226_1.fa.xml	 35940
NC_026630_1.fa.xml	 2422
NC_021169_1.fa.xml	 2076931
NC_019530_1.fa.xml	 157785
NC_009504_1.fa.xml	 1164220
NC_014920_1.fa.xml	 1985832
NC_028097_1.fa.xml	 3421
NC_049839_1.fa.xml	 50241
NC_023630_1.fa.xml	 6301
NC_026273_1.fa.xml	 2496
NC_020501_1.fa.xml	 7619
NC_026511_1.fa.xml	 140913
NC_022902_1.fa.xml	 32400
NC_034473_1.fa.xml	 1813
NC_010816_1.fa.xml	 2375792
NC_012136_1.fa.xml	 2214
NC_007994_1.fa.xml	 9391
NC_026589_1.fa.xml	 55832
NC_019962_1.fa.xml	 3790479
NC_038655_1.fa.xml	 1944
NC_044856_1.fa.xml	 7734
NC_033786_1.fa.xml	 1775
NC_047889_1.fa.xml	 44784
NC_020158_1.fa.xml	 102319
NC_004344_2.fa.xml	 697724
NC_012798_1.fa.xml	 6580
NC_009654_1.fa.xml	 5100344
NC_049810_1.fa.xml	 30745
NC_042313_1.fa.xml	 74914
NC_015395_1.fa.xml	 6942
NC_005319_1.fa.xml	 2746
NC_008751_1.fa.xml	 3462887
NC_026510_1.fa.xml	 2530
NC_033784_1.fa.xml	 2769
NC_006644_1.fa.xml	 16103
NC_016021_1.fa.xml	 76071
NC_004996_1.fa.xml	 34692
NC_007550_1.fa.xml	 2512
NC_017065_1.fa.xml	 1275720
NC_017629_1.fa.xml	 1564
NC_012521_1.fa.xml	 244997
NC_005362_1.fa.xml	 1992676
NC_010713_1.fa.xml	 2767
NC_031901_1.fa.xml	 42927
NC_049475_1.fa.xml	 28396
NC_033065_1.fa.xml	 10183
NC_032496_1.fa.xml	 20278
NC_017485_1.fa.xml	 5543
NC_003309_1.fa.xml	 53373
NC_007347_1.fa.xml	 3806533
NC_020483_1.fa.xml	 42084
NC_017800_1.fa.xml	 2287
NC_040326_1.fa.xml	 2174
NC_028492_1.fa.xml	 7707
NC_005045_1.fa.xml	 42519
NC_012586_1.fa.xml	 2430033
NC_002025_1.fa.xml	 2037
NC_008205_1.fa.xml	 56692
NC_025395_1.fa.xml	 11876
NC_017978_1.fa.xml	 33609
NC_003788_1.fa.xml	 3384
NC_042328_1.fa.xml	 50364
NC_033771_1.fa.xml	 1762
NC_031097_1.fa.xml	 52077
NC_018713_1.fa.xml	 12292
NC_038930_1.fa.xml	 5109
NC_043680_1.fa.xml	 2506
NC_043470_1.fa.xml	 2343
NC_042098_1.fa.xml	 272458
NC_010079_1.fa.xml	 2872915
NC_004129_6.fa.xml	 7074893
NC_001440_1.fa.xml	 2216
NC_038568_1.fa.xml	 3925
NC_009020_1.fa.xml	 30482
NC_029852_1.fa.xml	 7470
NC_022575_1.fa.xml	 564395
NC_028898_1.fa.xml	 35764
NC_028684_1.fa.xml	 41563
NC_017033_1.fa.xml	 3603458
NC_011002_1.fa.xml	 875977
NC_002017_1.fa.xml	 1778
NC_015252_1.fa.xml	 36953
NC_002050_1.fa.xml	 4821
NC_016796_1.fa.xml	 1170489
NC_047818_1.fa.xml	 33540
NC_032006_1.fa.xml	 2632
NC_037573_1.fa.xml	 2645
NC_003551_1.fa.xml	 1694969
NC_038649_1.fa.xml	 3690
NC_014472_1.fa.xml	 3868304
NC_015937_1.fa.xml	 151483
NC_015059_1.fa.xml	 115493
NC_048134_1.fa.xml	 142567
NC_016150_1.fa.xml	 3088
NC_006065_1.fa.xml	 2810
NC_028847_1.fa.xml	 170527
NC_031227_1.fa.xml	 12734
NC_017250_1.fa.xml	 1207380
NC_017297_1.fa.xml	 3993083
NC_028760_1.fa.xml	 49037
NC_007731_1.fa.xml	 6607
NC_014895_1.fa.xml	 1373
NC_026283_1.fa.xml	 4359
NC_024205_1.fa.xml	 159837
NC_048850_1.fa.xml	 56391
NC_005872_1.fa.xml	 28337
NC_005957_1.fa.xml	 5237682
NC_001617_1.fa.xml	 7152
NC_016945_1.fa.xml	 1072136
NC_025254_1.fa.xml	 9491
NC_047740_1.fa.xml	 43017
NC_023071_1.fa.xml	 27319
NC_006567_1.fa.xml	 2570
NC_015716_1.fa.xml	 34161
NC_028104_1.fa.xml	 73689
NC_004604_2.fa.xml	 53865
NC_041965_1.fa.xml	 69409
NC_017319_1.fa.xml	 223364
NC_034629_1.fa.xml	 2971
NC_032582_1.fa.xml	 7927
NC_018751_1.fa.xml	 3408
NC_048871_1.fa.xml	 113503
NC_027536_1.fa.xml	 1931
NC_022884_1.fa.xml	 23629
NC_024912_1.fa.xml	 1600
NC_035674_1.fa.xml	 6203
NC_020201_1.fa.xml	 142349
NC_032925_1.fa.xml	 4779
NC_034383_1.fa.xml	 395405
NC_013461_1.fa.xml	 1422
NC_037576_1.fa.xml	 1900
NC_017777_1.fa.xml	 4807
NC_004117_1.fa.xml	 158482
NC_013502_1.fa.xml	 125133
NC_032587_1.fa.xml	 9149
NC_032462_1.fa.xml	 8000
NC_010333_1.fa.xml	 177878
NC_028483_1.fa.xml	 4784
NC_023136_1.fa.xml	 285395
NC_028376_1.fa.xml	 18697
NC_011537_1.fa.xml	 6206
NC_027356_1.fa.xml	 108065
NC_025376_1.fa.xml	 11096
NC_048703_1.fa.xml	 76335
NC_048159_1.fa.xml	 17034
NC_001414_1.fa.xml	 8419
NC_007035_1.fa.xml	 11238
NC_001418_1.fa.xml	 5833
NC_003243_1.fa.xml	 11822
NC_033436_1.fa.xml	 9903
NC_040544_1.fa.xml	 1361
NC_028960_2.fa.xml	 51543
NC_018585_1.fa.xml	 2941360
NC_040615_1.fa.xml	 166748
NC_013165_1.fa.xml	 3165038
NC_033032_1.fa.xml	 7736
NC_019913_1.fa.xml	 91715
NC_015931_1.fa.xml	 1843267
NC_029592_1.fa.xml	 1587
NC_014095_1.fa.xml	 2897
NC_010125_1.fa.xml	 3944163
NC_041924_1.fa.xml	 45415
NC_007964_1.fa.xml	 4406967
NC_028381_1.fa.xml	 4850
NC_033460_1.fa.xml	 9952
NC_041955_1.fa.xml	 29491
NC_022048_1.fa.xml	 910736
NC_048796_1.fa.xml	 73168
NC_011892_1.fa.xml	 487734
NC_017031_1.fa.xml	 2337657
NC_022772_1.fa.xml	 156338
NC_006002_1.fa.xml	 1657
NC_028874_1.fa.xml	 50614
NC_006312_2.fa.xml	 1180
NC_021204_1.fa.xml	 2495
NC_043074_1.fa.xml	 410
NC_046954_1.fa.xml	 31393
NC_017123_1.fa.xml	 3204
NC_014259_1.fa.xml	 4152543
NC_035118_1.fa.xml	 10646
NC_021870_1.fa.xml	 4683551
NC_034166_1.fa.xml	 728
NC_019938_1.fa.xml	 9865
NC_004648_1.fa.xml	 2754
NC_033310_1.fa.xml	 1788
NC_017126_1.fa.xml	 182940
NC_027398_1.fa.xml	 38742
NC_005090_1.fa.xml	 2110355
NC_006449_1.fa.xml	 1796226
NC_032175_1.fa.xml	 13072
NC_029109_1.fa.xml	 1853
NC_026591_1.fa.xml	 44716
NC_003601_1.fa.xml	 5283
NC_017194_1.fa.xml	 5838
NC_032754_1.fa.xml	 3209
NC_028107_1.fa.xml	 34064
NC_005287_1.fa.xml	 4421
NC_025896_1.fa.xml	 5167
NC_034543_1.fa.xml	 13189
NC_007338_1.fa.xml	 2719
NC_026017_1.fa.xml	 41880
NC_040624_1.fa.xml	 1252
NC_001671_1.fa.xml	 9924
NC_012983_1.fa.xml	 84492
NC_023057_1.fa.xml	 7501
NC_001829_1.fa.xml	 4767
NC_023705_1.fa.xml	 41650
NC_034480_1.fa.xml	 1096
NC_032498_1.fa.xml	 2033
NC_021039_1.fa.xml	 2573208
NC_015208_1.fa.xml	 39562
NC_029642_1.fa.xml	 9006
NC_034007_1.fa.xml	 10131
NC_024373_1.fa.xml	 1353
NC_013455_1.fa.xml	 7317
NC_024766_1.fa.xml	 7310
NC_040424_1.fa.xml	 1292
NC_022357_1.fa.xml	 3130594
NC_040397_1.fa.xml	 1990
NC_021792_1.fa.xml	 72961
NC_015959_1.fa.xml	 23659
NC_032765_1.fa.xml	 10976
NC_007940_1.fa.xml	 1522076
NC_019720_1.fa.xml	 44120
NC_009605_1.fa.xml	 2562
NC_015658_1.fa.xml	 436718
NC_023028_1.fa.xml	 3763012
NC_020863_1.fa.xml	 129155
NC_017415_1.fa.xml	 26642
NC_013860_1.fa.xml	 261596
NC_032205_1.fa.xml	 9107
NC_038511_1.fa.xml	 380011
NC_028975_1.fa.xml	 9654
NC_040317_1.fa.xml	 2213
NC_024501_1.fa.xml	 5519
NC_013020_1.fa.xml	 1815
NC_006674_1.fa.xml	 14547
NC_017732_1.fa.xml	 30505
NC_012029_1.fa.xml	 2735295
NC_043103_1.fa.xml	 4241
NC_028121_1.fa.xml	 5041
NC_001983_1.fa.xml	 2723
NC_014355_1.fa.xml	 4317083
NC_034210_1.fa.xml	 1873
NC_004432_1.fa.xml	 1358633
NC_007489_1.fa.xml	 105284
NC_033117_1.fa.xml	 3284
NC_043490_1.fa.xml	 25960
NC_028997_1.fa.xml	 59802
NC_038964_1.fa.xml	 11276
NC_041857_1.fa.xml	 43665
NC_003554_1.fa.xml	 7743
NC_007679_1.fa.xml	 6582
NC_003773_1.fa.xml	 4422
NC_047738_1.fa.xml	 43444
NC_037575_1.fa.xml	 1936
NC_022089_1.fa.xml	 3780
NC_040744_1.fa.xml	 992
NC_021561_1.fa.xml	 37324
NC_043551_1.fa.xml	 4324
NC_013418_2.fa.xml	 636994
NC_032522_1.fa.xml	 1656
NC_004091_1.fa.xml	 2749
NC_021156_1.fa.xml	 11067
NC_038697_1.fa.xml	 4590
NC_007959_1.fa.xml	 294829
NC_043645_1.fa.xml	 4528
NC_013205_1.fa.xml	 3018755
NC_034273_1.fa.xml	 10000
NC_041883_1.fa.xml	 47881
NC_038880_1.fa.xml	 8749
NC_003157_5.fa.xml	 43106
NC_047910_1.fa.xml	 49573
NC_028814_1.fa.xml	 27608
NC_011351_1.fa.xml	 37452
NC_019894_1.fa.xml	 39149
NC_002200_1.fa.xml	 15384
NC_034481_1.fa.xml	 902
NC_022544_1.fa.xml	 4814801
NC_032774_1.fa.xml	 8860
NC_022571_1.fa.xml	 5107814
NC_025960_1.fa.xml	 148981
NC_031086_1.fa.xml	 40570
NC_003888_3.fa.xml	 8667507
NC_023502_1.fa.xml	 109558
NC_048820_1.fa.xml	 77514
NC_024074_1.fa.xml	 4481
NC_016783_1.fa.xml	 2449071
NC_025893_1.fa.xml	 5770
NC_039208_1.fa.xml	 25425
NC_022793_1.fa.xml	 1195201
NC_030458_1.fa.xml	 5016
NC_038534_1.fa.xml	 4615
NC_017169_1.fa.xml	 96210
NC_020912_1.fa.xml	 6421010
NC_040830_1.fa.xml	 11170
NC_020287_1.fa.xml	 100749
NC_033729_1.fa.xml	 2822
NC_015907_1.fa.xml	 26473
NC_017030_1.fa.xml	 10080619
NC_016763_1.fa.xml	 43221
NC_047872_1.fa.xml	 136468
NC_042085_1.fa.xml	 67383
NC_048629_1.fa.xml	 16748
NC_040665_1.fa.xml	 1712
NC_001457_1.fa.xml	 7353
NC_021924_1.fa.xml	 129052
NC_038932_1.fa.xml	 3065
NC_040356_1.fa.xml	 1899
NC_023713_1.fa.xml	 52288
NC_042057_1.fa.xml	 42925
NC_049491_1.fa.xml	 164746
NC_016623_1.fa.xml	 648491
NC_011126_1.fa.xml	 1559514
NC_029553_1.fa.xml	 1752
NC_017631_1.fa.xml	 5131397
NC_035196_1.fa.xml	 1928
NC_006298_1.fa.xml	 5178
NC_039034_1.fa.xml	 107772
NC_048859_1.fa.xml	 18899
NC_033006_1.fa.xml	 11332
NC_015435_1.fa.xml	 1840348
NC_027366_1.fa.xml	 164302
NC_027704_1.fa.xml	 532
NC_008361_1.fa.xml	 156922
NC_001508_1.fa.xml	 2508
NC_049931_1.fa.xml	 18838
NC_003397_1.fa.xml	 9992
NC_013119_1.fa.xml	 2117050
NC_033323_1.fa.xml	 1521
NC_008464_1.fa.xml	 60238
NC_020303_1.fa.xml	 86256
NC_007582_1.fa.xml	 3947
NC_009788_1.fa.xml	 70609
NC_048156_1.fa.xml	 9944
NC_011347_1.fa.xml	 2739
NC_017140_1.fa.xml	 9699
NC_022987_1.fa.xml	 43940
NC_041929_1.fa.xml	 188427
NC_027631_1.fa.xml	 6258
NC_009806_1.fa.xml	 182572
NC_020859_1.fa.xml	 175430
NC_007662_1.fa.xml	 1504
NC_010168_1.fa.xml	 3155250
NC_030228_1.fa.xml	 20433
NC_039211_1.fa.xml	 2086
NC_048030_1.fa.xml	 10313
NC_013790_1.fa.xml	 2937203
NC_025357_1.fa.xml	 9165
NC_008986_1.fa.xml	 5047
NC_014311_1.fa.xml	 3520618
NC_004220_1.fa.xml	 1716
NC_019706_1.fa.xml	 42780
NC_007908_1.fa.xml	 4712337
NC_022342_1.fa.xml	 29140
NC_021865_1.fa.xml	 41294
NC_026248_1.fa.xml	 8531
NC_032847_1.fa.xml	 6682
NC_007111_1.fa.xml	 39263
NC_020820_1.fa.xml	 42449
NC_020261_1.fa.xml	 52134
NC_018879_1.fa.xml	 77895
NC_010693_1.fa.xml	 46159
NC_042134_1.fa.xml	 41257
NC_014299_1.fa.xml	 363534
NC_032226_1.fa.xml	 9110
NC_003198_1.fa.xml	 4809037
NC_021052_1.fa.xml	 1038842
NC_030309_1.fa.xml	 1367
NC_007681_1.fa.xml	 1767403
NC_031455_1.fa.xml	 2654
NC_017305_1.fa.xml	 2335323
NC_025265_1.fa.xml	 2564
NC_003317_1.fa.xml	 2117144
NC_040313_1.fa.xml	 4146
NC_014719_1.fa.xml	 15970
NC_015523_1.fa.xml	 6175
NC_012757_1.fa.xml	 6842
NC_048079_1.fa.xml	 39551
NC_013857_1.fa.xml	 681723
NC_025735_1.fa.xml	 2187
NC_019454_1.fa.xml	 44546
NC_023635_1.fa.xml	 6376
NC_013766_2.fa.xml	 3032624
NC_010732_1.fa.xml	 5920
NC_024805_1.fa.xml	 10365
NC_038470_1.fa.xml	 2735
NC_008595_1.fa.xml	 5475491
NC_017536_1.fa.xml	 133055
NC_008317_1.fa.xml	 2784
NC_007110_1.fa.xml	 62829
NC_031340_1.fa.xml	 2905
NC_043572_1.fa.xml	 1018
NC_040614_1.fa.xml	 11919
NC_023607_1.fa.xml	 53396
NC_017814_1.fa.xml	 11189
NC_046963_1.fa.xml	 30859
NC_032916_1.fa.xml	 10234
NC_028772_1.fa.xml	 39133
NC_020958_1.fa.xml	 7492
NC_024360_1.fa.xml	 138036
NC_022126_1.fa.xml	 20449
NC_040739_1.fa.xml	 2857
NC_040691_1.fa.xml	 7270
NC_048006_1.fa.xml	 110926
NC_033072_1.fa.xml	 2781
NC_001915_1.fa.xml	 3097
NC_040613_1.fa.xml	 8138
NC_040382_1.fa.xml	 3156
NC_003401_1.fa.xml	 133719
NC_014075_1.fa.xml	 3759
NC_016947_1.fa.xml	 5409696
NC_047813_1.fa.xml	 18546
NC_020181_1.fa.xml	 5419609
NC_020547_2.fa.xml	 3704284
NC_017374_1.fa.xml	 1548238
NC_041968_1.fa.xml	 87646
NC_048150_1.fa.xml	 50414
NC_008764_1.fa.xml	 6459
NC_022990_1.fa.xml	 17276
NC_015459_1.fa.xml	 41205
NC_002161_1.fa.xml	 15456
NC_021863_1.fa.xml	 42652
NC_008034_1.fa.xml	 7531
NC_038708_1.fa.xml	 5449
NC_038939_1.fa.xml	 6559
NC_008976_1.fa.xml	 4188
NC_022628_1.fa.xml	 1682
NC_013407_1.fa.xml	 1746329
NC_019892_1.fa.xml	 9629675
NC_048034_1.fa.xml	 28224
NC_021547_1.fa.xml	 1179
NC_016766_1.fa.xml	 69420
NC_049378_1.fa.xml	 157458
NC_020857_1.fa.xml	 38834
NC_032423_1.fa.xml	 6009
NC_001607_1.fa.xml	 8910
NC_038990_1.fa.xml	 2601
NC_047894_1.fa.xml	 47868
NC_030930_1.fa.xml	 46570
NC_010991_1.fa.xml	 1420
NC_016592_1.fa.xml	 115232
NC_048702_1.fa.xml	 164037
NC_048056_1.fa.xml	 44364
NC_021194_1.fa.xml	 4390306
NC_021329_1.fa.xml	 35722
NC_009955_1.fa.xml	 190506
NC_014562_1.fa.xml	 4024986
NC_043163_1.fa.xml	 1685
NC_021006_1.fa.xml	 2024476
NC_043143_1.fa.xml	 1720
NC_011963_1.fa.xml	 3152792
NC_038703_1.fa.xml	 1415
NC_028808_2.fa.xml	 90743
NC_033203_1.fa.xml	 9058
NC_015134_1.fa.xml	 1202
NC_011566_1.fa.xml	 5396476
NC_049838_1.fa.xml	 47844
NC_023697_1.fa.xml	 48420
NC_033278_1.fa.xml	 2874
NC_019897_1.fa.xml	 4206343
NC_047908_1.fa.xml	 40945
NC_023743_1.fa.xml	 47180
NC_030131_1.fa.xml	 2750
NC_034242_1.fa.xml	 10370
NC_013772_1.fa.xml	 176677
NC_012131_1.fa.xml	 27367
NC_010326_1.fa.xml	 43548
NC_018289_1.fa.xml	 6988208
NC_030942_1.fa.xml	 55524
NC_047993_1.fa.xml	 53549
NC_007296_2.fa.xml	 1897578
NC_020564_1.fa.xml	 2759512
NC_026799_1.fa.xml	 2037
NC_033087_1.fa.xml	 8604
NC_030224_1.fa.xml	 5100
NC_009831_1.fa.xml	 5517674
NC_038963_1.fa.xml	 2746
NC_016598_1.fa.xml	 3816
NC_042090_1.fa.xml	 104329
NC_047903_1.fa.xml	 44603
NC_020156_1.fa.xml	 3914632
NC_033226_1.fa.xml	 8905
NC_027800_1.fa.xml	 2257
NC_043565_1.fa.xml	 4598
NC_008032_1.fa.xml	 7542
NC_011507_2.fa.xml	 3302
NC_013062_1.fa.xml	 2768102
NC_020988_1.fa.xml	 7493
NC_010724_1.fa.xml	 8689
NC_003643_1.fa.xml	 977
NC_005267_1.fa.xml	 3914
NC_019760_1.fa.xml	 93032
NC_002515_1.fa.xml	 11660
NC_012849_1.fa.xml	 273136
NC_001937_1.fa.xml	 2607
NC_006059_1.fa.xml	 6624
NC_037587_1.fa.xml	 1211
NC_008566_1.fa.xml	 34273
NC_010794_1.fa.xml	 2287145
NC_043089_1.fa.xml	 1115
NC_011541_1.fa.xml	 9650
NC_018715_1.fa.xml	 2564
NC_008909_1.fa.xml	 3111
NC_020074_1.fa.xml	 30024
NC_021543_1.fa.xml	 2306
NC_028982_1.fa.xml	 137918
NC_021790_1.fa.xml	 39189
NC_038651_1.fa.xml	 1946
NC_009539_1.fa.xml	 5229
NC_025402_1.fa.xml	 15396
NC_020856_2.fa.xml	 40931
NC_003514_1.fa.xml	 6746
NC_021549_1.fa.xml	 631
NC_008598_1.fa.xml	 55939
NC_040558_1.fa.xml	 15205
NC_005777_1.fa.xml	 754
NC_015321_1.fa.xml	 4633577
NC_016026_1.fa.xml	 2481983
NC_049360_1.fa.xml	 31033
NC_017090_1.fa.xml	 9694
NC_033441_1.fa.xml	 2790
NC_043536_1.fa.xml	 9560
NC_048822_1.fa.xml	 60278
NC_020529_1.fa.xml	 2759510
NC_008230_1.fa.xml	 3661
NC_006635_1.fa.xml	 29874
NC_038664_1.fa.xml	 2145
NC_022886_1.fa.xml	 1660425
NC_033220_1.fa.xml	 4168
NC_007571_1.fa.xml	 1063
NC_038727_1.fa.xml	 4420
NC_019394_1.fa.xml	 303282
NC_017020_1.fa.xml	 31974
NC_034250_1.fa.xml	 1374
NC_023574_1.fa.xml	 128546
NC_007454_1.fa.xml	 18954
NC_022640_1.fa.xml	 1977
NC_042093_1.fa.xml	 111103
NC_010351_1.fa.xml	 1383
NC_024305_1.fa.xml	 2594
NC_016785_1.fa.xml	 2433326
NC_022351_2.fa.xml	 1719369
NC_014732_1.fa.xml	 194834
NC_008119_1.fa.xml	 10778
NC_025463_1.fa.xml	 49640
NC_003714_1.fa.xml	 2948
NC_047775_1.fa.xml	 32826
NC_029075_1.fa.xml	 81541
NC_014964_1.fa.xml	 2344824
NC_043595_1.fa.xml	 4449
NC_042056_1.fa.xml	 241654
NC_026625_1.fa.xml	 2656
NC_010709_1.fa.xml	 6064
NC_011726_1.fa.xml	 4679413
NC_027997_1.fa.xml	 177534
NC_032729_1.fa.xml	 3970
NC_034376_1.fa.xml	 8696
NC_012686_1.fa.xml	 1044352
NC_048651_1.fa.xml	 51606
NC_010546_1.fa.xml	 4934271
NC_016745_1.fa.xml	 3514537
NC_043683_1.fa.xml	 2364
NC_020392_1.fa.xml	 63864
NC_030934_1.fa.xml	 90552
NC_015135_1.fa.xml	 1192
NC_016405_1.fa.xml	 10347
NC_017328_1.fa.xml	 4650856
NC_033815_1.fa.xml	 7949
NC_015501_1.fa.xml	 2186370
NC_038795_1.fa.xml	 2650
NC_028833_1.fa.xml	 27783
NC_015554_1.fa.xml	 4972148
NC_033714_1.fa.xml	 11448
NC_011757_1.fa.xml	 5777908
NC_033109_1.fa.xml	 3959
NC_038734_1.fa.xml	 6853
NC_012846_1.fa.xml	 2341328
NC_048684_1.fa.xml	 45221
NC_019437_1.fa.xml	 7045
NC_011776_1.fa.xml	 3091
NC_032143_1.fa.xml	 6691
NC_024625_1.fa.xml	 151109
NC_042058_1.fa.xml	 48491
NC_011720_1.fa.xml	 48168
NC_018866_1.fa.xml	 3069953
NC_033447_1.fa.xml	 1804
NC_028671_2.fa.xml	 41098
NC_042100_1.fa.xml	 237722
NC_048830_1.fa.xml	 34711
NC_004107_1.fa.xml	 3323
NC_022524_1.fa.xml	 4884713
NC_014632_1.fa.xml	 2046464
NC_022627_1.fa.xml	 2855
NC_015969_1.fa.xml	 32574
NC_013195_1.fa.xml	 40761
NC_031046_1.fa.xml	 17641
NC_023856_1.fa.xml	 152460
NC_019855_1.fa.xml	 5333
NC_017358_1.fa.xml	 1635449
NC_043629_1.fa.xml	 6961
NC_014544_1.fa.xml	 71826
NC_026509_1.fa.xml	 15684
NC_010338_1.fa.xml	 5477872
NC_010577_1.fa.xml	 2535690
NC_025397_1.fa.xml	 13203
NC_038761_1.fa.xml	 4010
NC_023550_1.fa.xml	 17869
NC_002208_1.fa.xml	 1841
NC_017532_1.fa.xml	 4689946
NC_018605_1.fa.xml	 887130
NC_001471_1.fa.xml	 254
NC_022798_1.fa.xml	 7598
NC_043547_1.fa.xml	 945
NC_006625_1.fa.xml	 224152
NC_004182_1.fa.xml	 3909
NC_021840_1.fa.xml	 2953708
NC_043560_1.fa.xml	 4510
NC_035887_1.fa.xml	 2609
NC_029061_1.fa.xml	 36315
NC_003691_1.fa.xml	 3011
NC_018841_1.fa.xml	 29574
NC_038779_1.fa.xml	 2980
NC_041962_1.fa.xml	 76268
NC_005955_1.fa.xml	 1581384
NC_017355_1.fa.xml	 1588278
NC_038955_1.fa.xml	 1093
NC_019559_2.fa.xml	 202949
NC_043518_1.fa.xml	 9321
NC_024503_1.fa.xml	 3933
NC_005850_1.fa.xml	 2560
NC_035935_1.fa.xml	 3235
NC_020559_1.fa.xml	 4392353
NC_035112_1.fa.xml	 5898
NC_013453_1.fa.xml	 17256
NC_022966_1.fa.xml	 88135
NC_019397_1.fa.xml	 213808
NC_033252_1.fa.xml	 3679
NC_015685_1.fa.xml	 167269
NC_009959_1.fa.xml	 72296
NC_011741_1.fa.xml	 4700560
NC_005285_1.fa.xml	 4744
NC_017248_1.fa.xml	 2117717
NC_010821_1.fa.xml	 316674
NC_025424_1.fa.xml	 45648
NC_018452_1.fa.xml	 61847
NC_019740_1.fa.xml	 92471
NC_004659_1.fa.xml	 2603
NC_014541_1.fa.xml	 4279159
NC_043612_1.fa.xml	 4693
NC_020973_1.fa.xml	 1038819
NC_015566_1.fa.xml	 5443009
NC_038820_1.fa.xml	 1616
NC_030659_1.fa.xml	 1194
NC_003500_3.fa.xml	 4763
NC_025791_1.fa.xml	 1755
NC_034558_1.fa.xml	 1567
NC_015161_1.fa.xml	 2147060
NC_021780_1.fa.xml	 59454
NC_008980_1.fa.xml	 4367
NC_013412_1.fa.xml	 45057
NC_019387_1.fa.xml	 271713
NC_031252_1.fa.xml	 51290
NC_006322_1.fa.xml	 4222645
NC_001507_1.fa.xml	 2588
NC_019774_1.fa.xml	 97606
NC_032557_1.fa.xml	 10278
NC_026257_1.fa.xml	 1605
NC_047790_1.fa.xml	 35209
NC_021220_1.fa.xml	 7397
NC_003383_1.fa.xml	 81905
NC_017778_1.fa.xml	 173158
NC_005997_1.fa.xml	 4089
NC_027365_1.fa.xml	 58076
NC_047837_1.fa.xml	 9174
NC_027561_1.fa.xml	 1093
NC_017625_1.fa.xml	 4630707
NC_047874_1.fa.xml	 39195
NC_049436_1.fa.xml	 74830
NC_010490_1.fa.xml	 4945
NC_031226_1.fa.xml	 53717
NC_030143_1.fa.xml	 2240
NC_043615_1.fa.xml	 4463
NC_024684_1.fa.xml	 32965
NC_008574_2.fa.xml	 9004
NC_032866_1.fa.xml	 5160
NC_047928_1.fa.xml	 11648
NC_005906_1.fa.xml	 81755
NC_028946_1.fa.xml	 59652
NC_023003_1.fa.xml	 1118422
NC_018382_1.fa.xml	 6796
NC_006003_1.fa.xml	 1463
